beername,active,rbid,rbbrewer,alcohol,description
Wilde Rose Pils,1,17669,2997,5.25,
Wilde Rose Helles,1,63187,2997,0,
Kitzmann Bergkirchweihbier,1,47900,2934,5.9,
Kitzmann 300 Jubiläumsbier,1,173024,2934,3.8,
Kitzmann Alkoholfries Weissbier,1,251534,2934,0.5,
Kitzmann Dunkles Weissbier,1,175502,2934,5.6,
Kitzmann Kellerbier 1904,1,70875,2934,4.9,
Kitzmann Weißbier,1,28185,2934,5.6,
Kitzmann Edelpils,1,30087,2934,5,
Kitzmann Wintergold,1,43819,2934,5.9,
Kitzmann Kitzzz,1,58139,2934,4.9,
Kitzmann Helles,1,38605,2934,4.9,
Kitzmann Weißbier Bock,1,57338,2934,7,
Kitzmann Dunkles Erlanger,1,17245,2934,5.7,
Kitzmann Weihnachts Kristkindl,1,67570,2934,5.2,
Kitzmann Erlanger Urbock,1,67256,2934,7.1,
Kitzmann Zwickl,1,68549,2934,4.8,
Kitzmann Erlanger Berg Radler,1,118507,2934,2.7,
Kitzmann Leichtes Weissbier,1,46378,2934,2.9,
Knoblach Schammelsdorfer Ungspunds Lagerbier,1,24405,3715,5,
Knoblach Schammelsdorfer Bockbier,1,60019,3715,7.3,
Knoblach Schammelsdorfer Dunkles Landbier,1,88600,3715,5,
Knoblach Schammelsdorfer Weißbier,1,35643,3715,4.9,
Knoblach Schammelsdorfer Räuschla Märzen,1,35447,3715,5.1,
Knoblach Schammelsdorfer Fastentrunk,1,84137,3715,7.1,
Kraus Hirschen-Trunk,1,38729,5151,5.5,
Kraus Lager Hell,1,38728,5151,4.7,
Kraus Bock,1,39398,5151,7.2,
Kraus Weißbier Hefetrüb,1,39400,5151,5.5,
Kraus Vollbier,1,118460,5151,4.7,
Kraus Radler,1,75865,5151,2.6,
Kraus Leichtes Schankbier,1,39401,5151,2.4,
Kraus Festbier,1,39399,5151,5.5,
Kraus Hausbräu,1,118467,5151,4.7,
Kraus Pils,1,38727,5151,4.7,
Krug Geisfeld Lager,1,50708,6177,0,
Krug Geisfeld Schwarzer Peter,1,126223,6177,0,
Krug Geisfeld Rauchbier,1,104325,6177,0,
Lindenhardter Weihnachtsbock,1,130165,5082,6.8,
Lindenhardter Vollbier,1,38196,5082,5,
Lindenhardter Landbier,1,38252,5082,5,
Lindenhardter Pilsner,1,144397,5082,5,
Lindenhardter Töpferbier,1,130164,5082,5.4,
Schübel Bräu a fränkisch,1,133529,2999,4.9,
Schübel Bräu Bockbier,1,96625,2999,7.2,
Schübel Bräu Dunkel,1,17846,2999,5,
Schübel Bräu Leonhardor,1,122142,2999,7.2,
Schübel Bräu Florian-Trunk,1,74475,2999,4.9,
Schübel Bräu Edel-Weisse,1,74476,2999,4.9,
Schübel Bräu Pressecker Drachenseidla,1,121157,2999,4.9,
Schübel Bräu Nordeck-Trunk Kellerbier,1,17678,2999,4.9,
Schübel Bräu Pils,1,18085,2999,4.9,
Schübel Halbzeit Seidla,1,90392,2999,4.9,
Schübel Bräu Radler,1,144179,2999,2.6,
Lieberth Lagerbier,1,14540,1772,5,
Lieberth Kellerbier,1,59539,1772,4.8,
Rittmayer Willersdorfer Hausbräu,1,96136,1772,4.5,
Lieberth Pilsener,1,14430,1772,4.8,
Lindner Pils,1,239310,13403,4.9,
Lindner Lager-Hausbräu,1,239320,13403,4.9,
Lindner Hefeweizen,1,239316,13403,4.9,
Loscher Hell,1,17292,2532,4.8,
Loscher Diät Pils,1,120343,2532,0,
Loscher Kristall-Weizen,1,120338,2532,5.2,
Loscher Weissbierpils,1,60482,2532,5.1,
Loscher Hefe-Weissbier,1,26002,2532,5.2,
Loscher 1881 Premium,1,26001,2532,5.4,
Loscher Premium Pils,1,17451,2532,4.8,
Loscher Leicht,1,120339,2532,4,
Loscher Schwarzbier,1,25170,2532,4.9,
Loscher Hefe-Weissbier Leicht,1,104948,2532,2.9,
Loscher Radler,1,120340,2532,2.5,
Loscher Hefe-Weizen Dunkel,1,25525,2532,5.1,
Loscher Münchsteinacher Zwickel Pils,1,14336,2532,4.8,
Loscher Privat Weizenthaler Alkoholfrei,1,120342,2532,0.01,
Loscher Hopfenthaler Alkoholfrei,1,120341,2532,0.01,
Mager Märzen,1,88299,1566,5.1,
Mager Pils,1,14317,1566,4.8,
Mager Bockbier,1,86268,1566,7.2,
Mager Festbier,1,175362,1566,5.1,
Mager Dunkel,1,14318,1566,5,
Mager Ur-Hell,1,79154,1566,4.9,
Maisel & Friends Pale Ale,1,252899,778,5.2,
Maisels Weisse Light,1,6253,778,3.4,
Maisels Edelhopfen Extra,1,191342,778,4.8,
Maisels Weisse Dunkel,1,6090,778,5.2,
Maisel & Friends Jeff’s Bavarian Ale,1,185852,778,7.1,
RedLight Super Premium Beer,1,44770,778,4.7,
Maisels Kritzenthaler Alkoholfreies Pilsner,1,21147,778,0.4,
Maisel & Friends Marc’s Chocolate Bock,1,185853,778,7.5,
Maisels Hell,1,24320,778,4.5,
Bolzen Helles Vollbier,1,124888,778,4.8,
Maisels Pilsner,1,60518,778,4.8,
Maisels Weisse Kristall,1,6089,778,5.1,
Maisels Weisse Hell,1,39599,778,5.2,
Maisels Dunkel,1,17058,778,5,
Maisels Weisse Alkoholfrei,1,27797,778,0.4,
Maisels Dampfbier,1,24655,778,4.9,
Maisel & Friends Stefan’s Indian Ale,1,185851,778,7.3,
Maisels Weisse Wintertraum,1,18559,778,5.4,
Bayreuther Bio-Weisse,1,77244,778,5,
Maisels Weisse Original,1,4560,778,5.4,
Ratsherrn / Maisel & Friends Citrilla Wheat,1,257258,778,7,
Coop Fior Fiore Birra di Frumento,1,209363,778,5.3,
Martin Vollbier,1,103225,10448,4.7,
Meister Festbier,1,31248,3711,5.5,
Meister Vollbier,1,24366,3711,4.9,
Meister Zwickl-Bier,1,91502,3711,4.9,
Meister Vollbier Wanderer Blaue Nacht,1,218609,3711,4.9,
Meusel-Bräu Pilsener,1,47801,5346,4.8,
Meusel-Bräu Kellertrunk,1,40777,5346,4.8,
Meusel-Bräu Herbstbier,1,77887,5346,0,
Meusel-Bräu Kupferstich,1,82805,5346,5.6,
Meusel-Bräu Jubiläums-Bier,1,295646,5346,5.2,
Meusel-Bräu Der Bamberger Reiter,1,96359,5346,5.4,
Meusel-Bräu Bamberger Landrauchbier,1,124597,5346,5.4,
Meusel-Bräu Coburger Art,1,182089,5346,5.1,
Meusel-Bräu Büchla,1,81904,5346,5.3,
Meusel-Bräu Spezial Märzen,1,47855,5346,5.4,
Meusel-Bräu Bock Hell,1,47857,5346,7,
Meusel-Bräu Franken-Kristall,1,91952,5346,4.9,
Meusel-Bräu Fein & Leicht,1,47853,5346,2.9,
Meusel-Bräu Rambo Nr. 1,1,47895,5346,6.3,
Meusel-Bräu Der Weiße Bär,1,91686,5346,7.2,
Meusel-Bräu Erntefest,1,294224,5346,5.4,
Meusel-Bräu Erster Schwarzes Gourmet Weizenbock,1,47856,5346,6.3,
Meusel-Bräu Martinibock,1,307655,5346,8.5,
Meusel-Bräu Sommerbier,1,91684,5346,5,
Meusel-Bräu Festbier,1,47753,5346,5.5,
Meusel-Bräu Radler,1,130153,5346,2.4,
Meusel-Bräu Lichtensteiner Schwarzbier,1,121131,5346,5.9,
Meusel-Bräu James Blond,1,83078,5346,5,
Meusel-Bräu Alkoholfrei,1,130152,5346,0,
Meusel-Bräu Heller Fastenbock,1,307654,5346,7.2,
Meusel-Bräu Hell,1,47752,5346,4.6,
Meusel-Bräu Frühlingsfest,1,121228,5346,5.2,
Meusel-Bräu Zenngründer Land,1,261687,5346,5.1,
Meusel-Bräu Edel Gold Diät Pilsener,1,47854,5346,4.9,
Meusel-Bräu Bock Dunkel,1,83450,5346,7.5,
Müller Bräu Reundorf Bock,1,56247,5153,6.5,
Müller Bräu Reundorf Kellerbier,1,38740,5153,5,
Müller Bräu Reundorf Pils,1,39008,5153,5,
Murmann Bockbier,1,184205,8500,7,
Murmann Festbier,1,109413,8500,5,
Murmann Die Halbe,1,112178,8500,2.9,
Murmann Lager,1,87819,8500,4.9,
Murmann Fränkisches Kellerbier,1,212371,8500,5,
Murmann Pils,1,87818,8500,5,
Murmann Weisse,1,88318,8500,5.2,
Murmann Radler,1,122288,8500,0,
Murmann Prinz Eugen Dunkel,1,87877,8500,5.1,
Murmann Premium,1,87820,8500,4.7,
Neder Schwarze Anna,1,26205,3933,4.7,
Neder Keller Bier,1,40195,3933,4.9,
Neder Anna Weisse,1,66845,3933,5,
Neder Premium Pils,1,63588,3933,4.9,
Neder Erstes Forchheimer Braunbier,1,51497,3933,4.9,
Neder St. Anna Festbier,1,61126,3933,5.6,
Neder Export,1,61105,3933,5.2,
Neder Bockbier,1,229545,3933,6.9,
Neder Klassik 1554 Forchheimer Hell,1,56483,3933,4.9,
Brauwastl Festbier,0,221968,3933,6,
Neder Festbier,1,43483,3933,5.2,
Brauwastl Annafest Bier,1,277786,20306,5.1,
Hetzelsdorfer Fränkisches Vollbier,1,24898,3772,5,
Hetzelsdorfer Unfiltriertes Lagerbier,1,105934,3772,5,
Hetzelsdorfer Maibock,1,24876,3772,6.5,
Hetzelsdorfer Weissbier,1,293617,3772,5,
Hetzelsdorfer Weihnachtsbock,1,67255,3772,6.5,
Hetzelsdorfer Leicht,1,308032,3772,2.8,
Hetzelsdorfer Pilsner,1,24899,3772,5,
Hetzelsdorfer Weltmeisterschaftsbier,1,60166,3772,5.5,
Hetzelsdorfer Frühlings Festbier,1,24900,3772,5.5,
Pfister Schwarzer Keller,1,48656,5986,4.6,
Pfister Öko-Bockbier,1,56245,5986,6.6,
Pfister Landbier &#40;Vollbier&#41;,1,47799,5986,4.9,
Pfister Weissbier,1,48674,5986,5.2,
Prechtel Dunkel,1,216898,3730,0,
Prechtel Schnapperla Kellerbier,1,24506,3730,4.5,
Prechtel 4-Korn-Winter-Bier,1,252765,3730,5.2,
Prechtel Hopfenstoff,1,145236,3730,4.7,
Prechtel Weissbier,1,24504,3730,5,
Prechtel Festbier,1,66258,3730,5.2,
Prechtel Brunnen-Lump,1,171866,3730,5,
Prechtel Mai-Bock,1,144087,3730,6.8,
Reblitz Heller Bock,1,96333,10063,6.8,
Reblitz Dunkles Landbier,1,96332,10063,4.9,
Reblitz Pale Ale,1,281384,10063,4.7,
Reblitz Weizenbock,1,149826,10063,7.2,
Reblitz Hefeweizen,1,107675,10063,4.9,
Reblitz Roggerla,1,149825,10063,0,
Reblitz Räucherla,1,149827,10063,4.8,
Reblitz Trimeusel-Gold,1,149828,10063,5.1,
Rittmayer Aisch Lager,1,24321,3702,4.8,
Rittmayer Smokey George,1,71610,3046,5,
Rittmayer Hallerndorfer Landbier Hell,1,26854,3046,4.9,
Rittmayer Hallerndorfer Bitter 42,1,211767,3046,5.5,
Rittmayer Hallerndorfer Kellerbier,1,26370,3046,5,
Rittmayer Hallerndorfer Raiterla Rauchbier,1,18758,3046,5,
Rittmayer Hallerndorfer Hausbrauerbier,1,60565,3046,4.9,
Rittmayer Hallerndorfer Hefeweissbier,1,17947,3046,5,
Rittmayer Hallerndorfer Hefeweissbier Alkoholfrei,1,236594,3046,0.5,
Rittmayer Braut Dani-Hochzeitsbier,1,269820,3046,5.8,
Rittmayer Hallerndorfer Aischbüffel,1,210983,3046,6.5,
Rittmayer Hallerndorfer Leichtes Weizen,1,82002,3046,3.2,
Rittmayer Hallerndorfer Weihnachtsbier,1,238692,3046,5.1,
Rittmayer Hallerndorfer Radler,1,120715,3046,2.6,
Rittmayer Hallerndorfer Winterweizen,1,34549,3046,5.2,
Rittmayer Oak Reserve Edition #3 2011,1,171739,3046,9.5,
Rittmayer Hallerndorfer Leichtes Landbier,1,75864,3046,3.5,
Rittmayer Bräutigam Georg-Hochzeitsbier,1,269821,3046,6,
Rittmayer Annual Reserve #6 &#40;2012&#41; Franconian Hop Star,1,211153,3046,6.2,
Rittmayer Hopfen-Knaller,1,284748,3046,0,
Rittmayer Oak Reserve Edition #4 2011,1,163869,3046,9.5,
Rittmayer Hallerndorfer Fastenbier,1,142676,3046,0,
Rittmayer Annual Reserve #5 &#40;2011&#41;,0,163870,3046,11,
Rittmayer Oak Reserve - G-Max - Fränkisch Strong Ale,1,253124,3046,9,
Rittmayer Hallerndorfer Weizenbock,1,120714,3046,8.5,
Rittmayer Hallerndorfer Bockbier,1,34547,3046,6.8,
Rittmayer Hallerndorfer Märzen,1,310191,3046,5.6,
Rittmayer Hallerndorfer Annafest  Bier,1,150570,3046,5.6,
St. Erhard Kellerbier,1,199855,3046,5,
St. Erhard Saison,1,305389,3046,6.5,
St. Erhard Farmer IPA,1,320139,3046,6.6
Roppelt Kellerbier,1,24503,3729,4.9,
Roppelt Weissbier,1,86451,3729,5,
Roppelt Festbier,1,216803,3729,5.2,
Roppelt Bockbier,1,230392,3729,7.2,
Roth Weissbier Alkoholfrei,1,155388,5644,0,
Roth Märzen,1,43677,5644,5.7,
Roth Pilsner Premium,1,76118,5644,4.8,
Roth Weissbier,1,43620,5644,5.3,
Roth Volksfestbier,1,120711,5644,5.6,
Roth Light,1,120710,5644,2.9,
Roth Bleifrei,1,120709,5644,0.01,
Roth Weihnachtsbier,1,120712,5644,5.7,
Roth Runner,1,43577,5644,5.4,
Roth Radler,1,66767,5644,2.8,
Roth Schwarzbier Premium,1,43619,5644,4.8,
Roth Schwarzes Weissbier,1,86443,5644,5.4,
Sauer Gunzendorfer Lagerbier,1,28934,2581,4.9,
Sauer Gunzendorfer Schlückla,1,28666,2581,5.6,
Sauer Gunzendorfer Weisse,1,31107,2581,5.2,
Sauer Gunzendorfer Vollbier,1,108887,2581,4.9,
Sauer Gunzendorfer Festbier,1,120465,2581,5.6,
Sauer Gunzendorfer Edelpils,1,14192,2581,4.9,
Sauer Gunzendorfer Andreasbock,1,119810,2581,7.2,
Sauer Gunzendorfer Radler,1,69920,2581,2.5,
Rossdorfer Urbräu,1,28715,4161,4.6,
Rossdorfer Kellerbier,1,194821,4161,5,
Rossdorfer Pils,1,31433,4161,4.7,
Rossdorfer Weißbier,1,47875,4161,4.8,
Rossdorfer Braunbier,1,107636,4161,4.9,
Rossdorfer Bock,1,68077,4161,7,
Sauer Röttenbach Export,1,77939,8820,4.9,
Sauer Röttenbach Pils,1,77218,8820,4.8,
Sauer Röttenbach Storchenbier Festbier,1,149707,8820,5.5,
Sauer Röttenbach Festbier,1,77131,8820,5.6,
Scharpf Märzen,1,47590,5969,5.2,
Scharpf Bockbier,1,130087,5969,7,
Scharpf Zwickl,1,153279,5969,5.2,
Schleicher Itzgrunder Landbier,1,17307,2949,5,
Schleicher Kaltenbrunner Bock,1,130155,2949,6.8,
Schleicher Storchen Pils,1,186326,2949,5,
Schleicher Kaltenbrunner Vollbier,1,17308,2949,4.5,
Schleicher Storchen Bier,1,48479,2949,5.1,
Schleicher Kaltenbrunner Pils,1,48508,2949,4.8,
Schroll Nankendorfer Landbier,1,14981,968,5.2,
Schroll Nankendorfer Bockbier,1,58876,968,7,
Schroll Nankendorfer Helles,1,87292,968,4.9,
Schrüfer Vollbier,1,25154,3803,5,
Brauerei Simon Schwarze Kuni Dunkler Weizenbock,1,26399,3948,7,
Brauerei Simon Spezial,1,94741,3948,5.4,
Brauerei Simon Festbier,1,215331,3948,5.8,
Brauerei Simon Hell Vollbier,1,236595,3948,5.1,
Brauerei Simon Weißbier,1,26398,3948,5.4,
Brauerei Simon Weißbier Dunkel,1,199037,3948,5.4,
Brauerei Simon Weissbier leicht,1,244203,3948,3.2,
Übelhack Vollbier,1,87579,3948,0,
Spezial Rauchbier Märzen,1,13159,2040,5.3,
Spezial Rauchbier Lager,1,11058,2040,4.6,
Spezial Weissbier,1,13160,2040,5.3,
Spezial Ungespundet,1,17671,2040,4.9,
Spezial Rauchbier Bock,1,12723,2040,6.9,
Spezial Festbier zum Jubiläum,1,149111,2040,5.3,
Stadter Landbier,1,34782,4793,4.7,
Brauerei Stefansbräu - Dinkelbrauer Heller Zwickl,1,144074,12006,4.9,
Brauerei Stefansbräu - Dinkelbrauer Helles Weizen,1,144073,12006,5.1,
Brauerei Stefansbräu - Dinkelbrauer Dunkler Bock,1,144075,12006,7,
Wettelsheimer Hell,1,63597,7796,4.9,
Wettelsheimer Märzen,1,63614,7796,5.5,
Wettelsheimer Pils,1,63613,7796,5,
Wettelsheimer Dunkler Bock,1,63648,7796,6.6,
Wettelsheimer Heller Bock,1,63649,7796,6.6,
Vierzehnheiligen Nothelfer Bio-Weisse,1,91553,3713,5.3,
Vierzehnheiligen Nothelfer Lager,1,44437,3713,4.7,
Vierzehnheiligen Scheffel-Trunk Kellerbier,1,216830,3713,0,
Vierzehnheiligen Nothelfer Urdunkel Export,1,14320,3713,5.1,
Vierzehnheiligen Nothelfer Festbier,1,82316,3713,5.9,
Vierzehnheiligen 25 Jahre Jubiläumsbier Familie Trunk,1,285513,3713,5.5,
Vierzehnheiligen Nothelfer Erntebier,1,14321,3713,4.7,
Vierzehnheiligen Nothelfer Fasten Bock,1,146477,3713,8,
Vierzehnheiligen Nothelfer Pils,1,14319,3713,5,
Vierzehnheiligen Nothelfer Silberbock Hell,1,58719,3713,6.8,
Wagner Pottenstein Dunkel,1,142856,12777,5.1,
Brauerei Wagner Jubiläumsbier 850 Jahre Merkendorf,1,169640,3794,5.5,
Brauerei Wagner Pils,1,25048,3794,4.9,
Brauerei Wagner Ungespundetes Lagerbier,1,25675,3794,5.3,
Brauerei Wagner Weisse,1,25677,3794,5.3,
Brauerei Wagner Märzen,1,25676,3794,5.4,
Brauerei Wagner Richard Wagner Dunkel,1,67609,3794,5.5,
Brauerei Wagner Kupferstich Rotbier,1,283301,3794,4.9,
Brauerei Wagner Festbier,1,34969,3794,5.7,
Brauerei Wagner Bock Dunkel,1,68088,3794,7.5,
Brauerei Wagner Bock Hell,1,68089,3794,7.5,
Erlenstegener Landbier,1,279157,3794,5.5,
Sedat’s kleines Rotes,1,279160,3794,4.9,
Erlenstegener Kellerbier,1,279155,3794,5.5,
Erlenstegener Spezial,1,279161,3794,5.7,
Brauerei Weber Hell,1,36297,4888,5.2,
Brauerei Weber Füchsla Lagerbier,1,54170,4888,5.2,
Brauerei Weber Märzen,1,121416,4888,0,
Brauerei Weber Rauch,1,36182,4888,5.2,
Wernsdörfer Landbier,1,74160,8558,5,
Wiethaler Hoptimum Pale Ale,1,216323,5091,5.8,
Wiethaler Landbier Dunkel,1,38260,5091,4.9,
Wiethaler Kirchweihbier,1,108933,5091,4.8,
Wiethaler Blanche,1,297417,5091,4.8,
Wiethaler Hefe Weissbier,1,212265,5091,5.2,
Wiethaler Alkoholfrei,1,143775,5091,0.5,
Wiethaler Lager Hell,1,38259,5091,4.8,
Wiethaler Goldstoff Hell,1,109960,5091,5.4,
Wiethaler Festbier,1,120347,5091,5,
Wiethaler Neunhofer Pils,1,38261,5091,4.9,
Wiethaler Bockbier,1,53849,5091,6,
Wiethaler Radler,1,143776,5091,2.5,
Wiethaler Weihnachtsbier,1,54030,5091,4.9,
Wiethaler Weisse,1,66822,5091,5.2,
Schederndorfer Landbock,1,118640,4799,7.5,
Schederndorfer Landweizen,1,78216,4799,5.2,
Schederndorfer Landbier Dunkel,1,34908,4799,5.2,
Schederndorfer Weizenbock,0,78420,4799,7.5,
Aischgründer Vollbier,1,53870,3734,4.7,
Aischgründer Dunkel,1,28019,3734,4.9,
Aischgründer Märzen,1,28020,3734,5.2,
Aischgründer Bock,1,68324,3734,6.8,
Aischgründer Lagerbier,1,24527,3734,4.7,
Aischgründer Pils,1,60483,3734,4.7,
Winkler Melkendorf Fränkisches Lagerbier &#40;Vollbier&#41;,1,104502,10511,0,
Winkler Melkendorf Festbier,1,130170,10511,0,
Witzgall Landbier,1,59535,5962,5.2,
Witzgall Vollbier,1,47532,5962,4.6,
Witzgall Festbier,1,137305,5962,5.5,
Wolf Rüdenhäuser Urtyp Dunkel,1,108316,8321,4.5,
Wolf Rüdenhäuser Bock Hell,1,103970,8321,6.8,
Wolf Rüdenhäuser Pils,1,103969,8321,4.6,
Zehendner Mönchsambacher Weihnachtsbock,1,68295,3700,7,
Zehendner Mönchsambacher Lagerbier,1,34774,3700,5.5,
Zehendner Mönchsambacher Hefe-Weizen,1,24304,3700,5.5,
Zehendner Mönchsambacher Export Naturtrüb,1,34775,3700,5.2,
Zehendner Mönchsambacher Maibock,1,60021,3700,6.5,
Zehendner Mönchsambacher Helles,1,24303,3700,5,
Zehendner Mönchsambacher Weizen-Bock,1,148298,3700,7,
Zehendner Wachenröther Festbier,1,307383,3700,6.5,
Max-Bräu Lager,1,74229,3700,0,
Zenglein Bock,1,47638,5974,7,
Zenglein Pilsener,1,47597,5974,4.7,
Zenglein Zwickelbier,1,47637,5974,4.7,
Zirndorfer Landbier,1,37343,4978,5,
Zirndorfer Kellerbier,1,87184,4978,5,
Zirndorfer Urhell,1,183056,4978,5,
Zirndorfer Keller Radler,1,305823,4978,2.5,
Zirndorfer Landweizen,1,59863,4978,5.3,
L Lager,1,252198,4706,4.9,
L Weizen,1,252088,4706,4.9,
Adler Edel Pils,1,33708,4706,4.7,
Adler Hefe-Weizen,1,33628,4706,4.9,
Adler L Dark,1,219478,4706,4.9,
Adler Dunkles Hefe-Weizen,1,56477,4706,4.9,
Adler Edel Export,1,33631,4706,5.4,
Adler Edel Hell,1,90694,4706,4.7,
Birra Moneta Che Ride,1,66131,4706,4.5,
Brauerei zur Sonne Zwickel,1,25147,3802,5.3,
Brauerei zur Sonne Sonnen Pils,1,25231,3802,5,
Brauerei zur Sonne Sonnen Weisse,1,39161,3802,5.2,
Brauerei zur Sonne Sonnen Bock,1,51318,3802,6.5,
Brauerei zur Sonne Urtyp Hell Lagerbier,1,25153,3802,4.8,
Brauerei zur Sonne Bischberger Jubel-Bier,1,261784,3802,5,
Brauerei zur Sonne Zunft Trunk Dunkel,1,146153,3802,5.3,
Zwanzger Uehlfelder Weisse,1,10936,2016,5.2,
Zwanzger 1639,1,272493,2016,5.5,
Zwanzger Pils,1,25267,2016,4.5,
Zwanzger Hausbräu,1,25152,2016,4.5,
Zwanzger Dunkel,1,307472,2016,4.9,
Zwanzger Vollbier,1,25268,2016,4.5,
Fössel Välta Landbier,1,34781,4792,4.5,
Thomann Lager,1,47593,5971,5,
Thomann Hefeweizen,1,103226,5971,4.8,
Höhn Görchla-Bockbier,1,118641,3865,0,
Höhn Görchla,1,25678,3865,4.9,
Höhn Jubiläums Festbier,0,91381,3865,5,
Weiherer Pils,1,36063,1822,4.7,
Weiherer Bock,1,26871,1822,6.6,
Weiherer Urstöffla,1,149913,1822,5.2,
Weiherer Keller-Pils,1,150854,1822,4.9,
Weiherer Keller,1,91056,1822,4.9,
Weiherer Rauch,1,36062,1822,5.3,
Weiherer Landbier,1,210822,1822,4.7,
Weiherer Lager,1,36117,1822,4.7,
Weiherer 1874,1,272876,1822,5.6,
Weiherer Weisse,1,10099,1822,5.2,
Weiherer Bock - Franconia Straight Bourbon Whiskey Flavored,1,208293,1822,8.4,
Weiherer Cervejaria Bamberg Rauchbock,1,304621,1822,7,
Weiherer Weizenbock,1,262960,1822,6.8,
Weiherer Lager Select,1,113753,1822,4.7,
Weiherer IPA,1,235952,1822,6.7,
Leicht Vollbier,1,95341,10001,5,
Weyberbräu Winterbock,1,194691,8342,6.5,
Weyberbräu Qupfer,1,160000,8342,0,
Weyberbräu Blondes,1,159999,8342,0,
Weyberbräu Rauchbier,1,160002,8342,0,
Weyberbräu Weizen,1,160001,8342,0,
Wichert Edel-Pils,1,87878,9530,4.9,
Wichert Dunkel,1,87879,9530,4.9,
Wichert Zwickel,1,172382,9530,4.9,
Wichert Doppelbock,1,130161,9530,7.3,
Reichold Zwick’l,1,81341,2296,5.2,
Reichold Dunkel,1,213460,2296,5.2,
Reichold Hefe-Weizen,1,61428,2296,5,
Reichold Lager,1,14744,2296,4.9,
Reichold Bock Bier,1,47109,2296,6.9,
Aufsesser Zwickl,1,81289,2944,4.8,
Aufsesser Heller Bock,1,194128,2944,6.5,
Aufsesser Dunkel,1,17277,2944,4.7,
Aufsesser Keller Pils,1,282782,2944,4.9,
Aufsesser Premium Pils,1,24684,2944,5,
Aufsesser Hopfen Trunk,1,235274,2944,5.2,
Aufsesser Bock Bier,1,36131,2944,6.5,
Aufsesser Festbier,1,35981,2944,5.1,
Aufsesser Hefe-Weizen,1,35982,2944,5.1,
Aufsesser Kirsch Seidla,1,123257,2944,2.6,
Aufsesser Radler,1,120708,2944,2.5,
Hellmuth Wiesen Eierberg Urstoff Hell,1,107678,3709,5,
Hellmuth Dunkel &#40;Märzen-Bier&#41;,1,24364,3709,4.8,
Hellmuth Wiesner Weiße,1,103229,3709,5,
Grosch Zwickl,1,90133,5956,4.9,
Grosch Luthertrunk,1,76022,5956,5.3,
Grosch Fuhrmanns Radler,1,90136,5956,2.9,
Grosch Weissbier Hell,1,92455,5956,5,
Grosch Anno 1492,1,190317,5956,5.3,
Grosch Prinz Albert Pils,1,47464,5956,4.9,
Grosch Bock,1,90131,5956,7,
Grosch Erntebier,1,90134,5956,3.3,
Grosch Fuhrmannstrunk,1,90132,5956,5.5,
Grosch Hochzeitsbier,1,124225,5956,4.9,
Kreuzberg Zwickelbier,1,144560,1498,4.9,
Kreuzberg Tully Cross Whiskey Bock,1,216291,1498,9.3,
Kreuzberg Pilgertrunk,1,128469,1498,3.9,
Friedel Schnaid Sommerweisse,1,149108,1498,2.8,
Friedel-Keller Saphir Weisse,1,108175,1498,0,
Friedel-Keller Kreuzberger Urstoff,1,145615,1498,0,
Friedel-Keller Whiskey-Bier,1,108177,1498,5.2,
Friedel-Keller Dinkelbier,1,145618,1498,3.5,
Friedel-Keller Erntebier,1,108176,1498,0,
Friedel-Keller Kreuzberger Eiche,1,188904,1498,4,
Friedel-Keller Haferla,1,145616,1498,3.5,
Friedel-Keller Dampfbier,1,293606,1498,6.3,
Friedel Schnaid Kellerbier,0,14406,1498,4.8,
Friedel-Keller Blonde Verführung,1,217037,1498,5.7,
Kreuzberg Tully Cross Sherry-Bock,1,291729,1498,8,
Friedel-Keller Sweet Stout,1,275288,1498,3.9,
Friedel-Keller Hefeweizen Dunkel,1,145612,1498,0,
Friedel-Keller Smaragd,1,268610,1498,5.7,
Friedel-Keller Saphir Bock,1,145235,1498,7.5,
Friedel-Keller Blonde Versuchung,1,108178,1498,7.8,
Brauhaus am Kreuzberg &#40;Friedels Keller&#41;  Braunbier,1,272176,1498,5,
Friedel-Keller Sommergold,1,91750,1498,0,
Friedel-Keller Schwarzer Abt,1,278775,1498,3.8,
Friedel-Keller Eisbock,1,265365,1498,10,
Friedel-Keller Wintertraum,1,145611,1498,0,
Friedel-Keller Schlotfegerla,1,91752,1498,4.9,
Kreuzberg Tully Cross Cognac-Bock,1,269824,1498,11.5,
Friedel-Keller Sündenbock,1,145613,1498,0,
Friedel-Keller Sommeliator,1,203928,1498,0,
Friedel Schnaid Doppel-Hopf,1,149110,1498,0,
Friedel-Keller Hopfengold,1,128473,1498,4.9,
Friedel-Keller Kreuzbergator,1,91754,1498,7.8,
Friedel Schwärzer Doppelbock,1,59538,1498,8.2,
Friedel-Keller Cherry Dream,1,217036,1498,2.5,
Friedel Schwarze Versuchung,1,104984,1498,0,
Friedel Schnaid Kräusenpils,1,47525,1498,4.9,
Friedel-Keller Schwarzer Jubiläumstrunk,1,217038,1498,5.9,
Friedel-Keller Terminator,1,128471,1498,0,
Friedel Schnaid Versuchung Doppelbock,1,149109,1498,0,
Friedel-Keller Hefeweizen,1,144398,1498,5,
Friedel-Keller Roggenbier,1,145614,1498,2.9,
Barbarossa Weizen Dunkel,1,41535,4990,5.1,
Barbarossa Weizen,1,130179,4990,5.6,
Barbarossa Landbier Dunkel,1,65269,4990,5.1,
